iter	Passed	Remaining
1626	90444	11006
1627	90504	10951
1628	90584	10899
1629	90652	10844
1630	90710	10789
1631	90787	10736
1632	90844	10681
1633	90896	10625
1634	90948	10568
1635	90999	10512
1636	91052	10456
1637	91104	10400
1638	91152	10344
1639	91203	10288
1640	91259	10232
1641	91308	10176
1642	91357	10119
1643	91406	10063
1644	91455	10007
1645	91508	9951
1646	91558	9895
1647	91608	9839
1648	91663	9783
1649	91721	9728
1650	91785	9673
1651	91851	9618
1652	91904	9562
1653	91960	9507
1654	92015	9451
1655	92067	9395
1656	92123	9340
1657	92175	9284
1658	92222	9227
1659	92275	9171
1660	92320	9115
1661	92369	9059
1662	92418	9002
1663	92471	8947
1664	92522	8891
1665	92570	8834
1666	92620	8778
1667	92671	8722
1668	92720	8666
1669	92769	8610
1670	92816	8554
1671	92866	8497
1672	92911	8441
1673	92962	8385
