iter	MultiClass
270	0.3814828853
271	0.3811627169
272	0.3809896106
273	0.3808229306
274	0.3806030216
275	0.3803168984
276	0.3801327506
277	0.3798779636
278	0.3796408539
279	0.3792916367
280	0.378982945
281	0.3787540127
282	0.3784180295
283	0.3782843415
284	0.3778740459
285	0.3775689107
286	0.3774155531
287	0.3772344587
288	0.3769999757
289	0.3768534675
290	0.3765107912
291	0.3764044517
292	0.3761488481
293	0.3760198493
294	0.3757539613
295	0.3755457295
296	0.3753070208
297	0.3749712394
298	0.3747021851
299	0.3744416085
300	0.3741694012
301	0.3740089195
302	0.3737772691
303	0.3735454153
304	0.3732467442
305	0.3729414617
306	0.3725858671
307	0.3723715407
308	0.372020062
309	0.3718741016
310	0.371727226
311	0.3714122088
312	0.3710913549
313	0.3708249792
314	0.3705829661
315	0.3703469451
316	0.370097173
317	0.3699420494
318	0.3697344209
319	0.3694420974
320	0.3691257765
321	0.3691109145
322	0.368901864
323	0.3686968672
324	0.3684119941
325	0.368258394
326	0.3680162463
327	0.3677227406
328	0.3675398117
329	0.3675148103
330	0.3675007439
331	0.3673028243
332	0.3672795964
333	0.3670565182
334	0.3668864759
335	0.3667441786
336	0.3667312002
337	0.3665495974
338	0.3663222242
339	0.3661057137
340	0.3660927702
341	0.3658915509
342	0.3657210134
343	0.3654589561
344	0.3652305137
345	0.3652091708
346	0.3651965066
347	0.3649509091
348	0.3647605797
349	0.3647549582
350	0.3645140055
351	0.3643237151
352	0.3641279967
353	0.3639475379
354	0.3638298259
355	0.3635560772
356	0.3633796283
357	0.3632002388
358	0.3631808969
359	0.3629687417
360	0.3629631543
361	0.3627849843
362	0.3627817248
363	0.3627636141
364	0.3625778739
365	0.3624229749
366	0.3623120164
367	0.3620766945
368	0.3620654324
369	0.3618121922
370	0.3617988915
371	0.3617931391
372	0.3615977965
373	0.361586536
374	0.3614179741
375	0.3612575144
376	0.3612419751
377	0.3611120704
378	0.3609697136
379	0.3609675323
380	0.3609571079
381	0.3607876038
382	0.3607850703
383	0.3607809418
384	0.360778801
385	0.3605795505
386	0.36057496
387	0.3605727259
388	0.3604127699
389	0.3603997689
390	0.3603979305
391	0.3603961373
392	0.3603940309
393	0.360391987
394	0.3603900472
395	0.3603745689
396	0.3603723909
397	0.3601210666
398	0.3601114684
399	0.3601076356
400	0.360105762
401	0.3599708077
402	0.3597494874
403	0.3597453483
404	0.3596019389
405	0.3595971217
406	0.3594208222
407	0.3594178678
408	0.3594106967
409	0.3594000208
410	0.3593788239
411	0.3591650634
412	0.3589939866
413	0.3589902944
414	0.358848088
415	0.3588388162
416	0.358722826
417	0.3585188253
418	0.3585098821
419	0.3585030325
420	0.3584913381
421	0.3583283215
422	0.358322174
423	0.3583188113
424	0.3581249028
425	0.3581095263
426	0.3581079195
427	0.3581033928
428	0.3580012057
429	0.3578701715
430	0.3578655929
431	0.3578639604
432	0.3578626697
433	0.3578607577
434	0.3578521729
435	0.3576473456
436	0.3576361186
437	0.3576250687
438	0.3576205438
439	0.357401719
440	0.3573878254
441	0.3573860499
442	0.3573849014
443	0.3573776747
444	0.3572244387
445	0.3572230605
446	0.3572213977
447	0.3570178817
448	0.3570040297
449	0.3569888633
450	0.3568129344
451	0.3568121793
452	0.3568093879
453	0.3568054739
454	0.3566362606
455	0.3566349483
456	0.3566246305
457	0.3566104151
458	0.3566075433
459	0.3566046261
460	0.3564232027
461	0.3564102773
462	0.3562144441
463	0.3562017094
464	0.3560102878
465	0.3560084323
466	0.356006848
467	0.3560049134
468	0.3559994195
469	0.3559988086
470	0.3559972184
471	0.3559872721
472	0.3559859119
473	0.3559823883
474	0.3559766895
475	0.3557747043
476	0.3557734136
477	0.3557620016
478	0.3555806313
479	0.355454389
480	0.3554522619
481	0.355449909
482	0.3554485863
483	0.3554367298
484	0.3553011202
485	0.3552952718
486	0.3550516412
487	0.3550408956
488	0.3550398011
489	0.3550289532
490	0.3548533323
491	0.354842446
492	0.3548278754
493	0.3546683686
494	0.3545107507
495	0.3544066483
496	0.3541968155
497	0.3541891959
498	0.3541841558
499	0.3540984022
500	0.3540970528
501	0.3539689319
502	0.3539658689
503	0.3539644061
504	0.3537443544
505	0.3537403131
506	0.3537391361
507	0.3537374999
508	0.3536210502
509	0.3534997125
510	0.353492187
511	0.3533748089
512	0.3532569956
513	0.3532465874
514	0.3532369464
515	0.353105408
516	0.3530965081
517	0.3530953803
518	0.3530822136
519	0.3530810754
520	0.3530797688
521	0.3530727457
522	0.3530618123
523	0.3530514461
524	0.3529386841
525	0.3527332202
526	0.3527320056
527	0.3527286172
528	0.352725217
529	0.352721353
530	0.352604346
531	0.3524183541
532	0.3524109955
533	0.3522397596
534	0.3522386535
535	0.3521409145
536	0.3521403899
537	0.3520132037
538	0.3518898767
539	0.3516847477
540	0.3515586373
541	0.351557344
542	0.351556309
543	0.3515474594
544	0.3515423695
545	0.3515340075
546	0.3513233641
547	0.3513137347
548	0.3513088426
549	0.3513068384
550	0.3511907322
551	0.3511822086
552	0.3510159769
553	0.3510077514
554	0.3509210871
555	0.3506757132
556	0.350480193
557	0.3504054111
558	0.3504037797
559	0.3503971139
560	0.3502351898
561	0.350220729
562	0.3501039842
563	0.3500957836
564	0.3500872639
565	0.3500179557
566	0.3500162493
567	0.3500112893
568	0.3500096881
569	0.3498391668
570	0.3498380652
571	0.3497163626
572	0.3495541764
573	0.3494109794
574	0.3492135378
575	0.3492053446
576	0.3492038305
577	0.3491955593
578	0.3490521117
579	0.3490510427
580	0.348890658
581	0.3488825884
582	0.3488116825
583	0.3488105116
584	0.3486882696
585	0.3486843223
586	0.348574079
587	0.3484341252
588	0.3483313099
589	0.3481248477
590	0.3481228161
591	0.348121898
592	0.3479646993
593	0.3479628284
594	0.3479554727
595	0.3478069563
596	0.3478004495
597	0.3476978978
598	0.3476166448
599	0.3476086884
600	0.3474876814
601	0.3474867169
602	0.3474754717
603	0.3472546618
604	0.3471470794
605	0.3470079136
606	0.3470036735
607	0.3469026801
608	0.3466806467
609	0.3464862785
610	0.3462793746
611	0.3461142557
612	0.3461132017
613	0.3461115868
614	0.3460102427
615	0.3460092738
616	0.3460046965
617	0.3460036835
618	0.3459978841
619	0.3459246324
620	0.3458315323
621	0.3456621836
622	0.345660838
623	0.345498812
624	0.3454925124
625	0.3453699969
626	0.3452072304
627	0.3452060236
628	0.3452037468
629	0.3451995665
630	0.3451893633
631	0.3451884795
632	0.3449535648
633	0.3449463164
634	0.3449366816
635	0.3449324525
636	0.3449315337
637	0.3449296369
638	0.3449284009
639	0.3449171257
640	0.3449115314
641	0.3448970998
642	0.3448959821
643	0.3447256554
644	0.3447217111
645	0.3447074375
646	0.3447035168
647	0.3447022723
648	0.3445973054
649	0.3444783808
650	0.3444726846
651	0.3444705494
652	0.3444694533
653	0.3444640608
654	0.3444624142
655	0.3444608759
656	0.3444487488
657	0.3444423057
658	0.34444139
659	0.3444288104
660	0.3444234511
661	0.3444224703
662	0.3444210383
663	0.3444173186
664	0.3444098127
665	0.3444034654
666	0.3442424451
667	0.3440692341
668	0.3438581389
669	0.3438570998
670	0.343856216
671	0.3438554801
672	0.343678093
673	0.3436671633
674	0.343586003
675	0.3435846511
676	0.3434134645
677	0.3434099825
678	0.3434083512
679	0.3432471984
680	0.3432463251
681	0.3432450595
682	0.3432417871
683	0.3432381888
684	0.3432373222
685	0.3432258965
686	0.3432227116
687	0.3432192481
688	0.3432112792
689	0.3432101439
690	0.3432085399
691	0.3432056354
692	0.343204069
693	0.3432006601
694	0.3431991234
695	0.3430561399
696	0.343052962
697	0.3430524515
698	0.3430516905
699	0.3430452538
700	0.3430444548
701	0.3430439746
702	0.3430393037
703	0.3430326597
704	0.3430291609
705	0.3428970922
706	0.3427810424
707	0.3426346437
708	0.3426311657
709	0.3426281842
710	0.3426205759
711	0.3426156641
712	0.3426049776
713	0.3426002196
714	0.3425994509
715	0.3425984747
716	0.342597842
717	0.3425915936
718	0.3424774807
719	0.3424729879
720	0.3422829325
721	0.3422819105
722	0.3422798044
723	0.3422762483
724	0.3421131912
725	0.3421117359
726	0.3420634988
727	0.3420589938
728	0.3420580492
729	0.3420576559
730	0.342051151
731	0.3419778248
732	0.3419746548
733	0.3419647271
734	0.3419636442
735	0.3419631941
736	0.34196283
737	0.3419556031
738	0.3419485749
739	0.341948282
740	0.3417687008
741	0.341764348
742	0.3416404326
743	0.3416394143
744	0.3415334168
745	0.3415324197
746	0.3414252175
747	0.3414158435
748	0.3414137794
749	0.3413165211
750	0.3413118047
751	0.3411913047
752	0.3409894106
753	0.3409880077
754	0.340984952
755	0.3409778914
756	0.3409654646
757	0.3409556328
758	0.3409434613
759	0.3408375073
760	0.3408278957
761	0.3408254385
762	0.3408246928
763	0.3408185557
764	0.3408177662
765	0.340814749
766	0.3408135989
767	0.3408030211
768	0.3408020766
769	0.3406715015
770	0.3406693577
771	0.3406677518
772	0.3405258341
773	0.3404569409
774	0.3404562162
775	0.3404520641
776	0.3404407266
777	0.3404370513
778	0.3402650958
779	0.3401314038
780	0.3401288411
781	0.3401226465
782	0.3401193388
783	0.3401177937
784	0.340114613
785	0.3401136502
786	0.3401075852
787	0.3401033573
788	0.3401008431
789	0.3400977984
790	0.3399302924
791	0.3398026354
792	0.3398018472
793	0.3398008142
794	0.3397966259
795	0.3396851513
796	0.3396841168
797	0.3396825404
798	0.3396666127
799	0.3396622811
800	0.3396586136
801	0.3396579663
802	0.339489397
803	0.3393513552
804	0.3393484571
805	0.3393445896
806	0.3392195562
807	0.3392178758
808	0.3392141629
809	0.3390751741
810	0.3390733234
811	0.3390724011
812	0.3390692013
813	0.3390665709
814	0.339065897
815	0.3390630868
816	0.339060513
817	0.339059419
818	0.3390551985
819	0.3388734175
820	0.3388727229
821	0.3388667526
822	0.3388616482
823	0.3388588885
824	0.3387568687
825	0.3386393084
826	0.3386379414
827	0.3386353257
828	0.3386316746
829	0.3385082465
830	0.3384998092
831	0.3384971317
832	0.3384036907
833	0.3382939869
834	0.3381683043
835	0.3380525214
836	0.3380514722
837	0.338050517
838	0.3379650271
839	0.3379553564
840	0.3378128503
841	0.3376436378
842	0.3376382776
843	0.3376333857
844	0.337631123
845	0.3375424225
846	0.3375409193
847	0.337434178
848	0.3374333747
849	0.3373139872
850	0.3373113781
851	0.3373103491
852	0.337226965
853	0.3372259541
854	0.3370882396
855	0.336982845
856	0.3369801565
857	0.3368383879
858	0.3366491588
859	0.3366483952
860	0.336507265
861	0.3364134992
862	0.3363329203
863	0.3363304527
864	0.3361555803
865	0.3359935764
866	0.3359864673
867	0.3358094509
868	0.3358085549
869	0.3357400288
870	0.3355989115
871	0.3354767344
872	0.3353281538
873	0.3351884276
874	0.3351838985
875	0.3350908583
876	0.3350268007
877	0.3348404235
878	0.3348381228
879	0.3347127918
880	0.334708634
881	0.3347064441
882	0.3347033115
883	0.3345917375
884	0.3345892289
885	0.3344660153
886	0.3343247492
887	0.3343225923
888	0.3341987101
889	0.3341890997
890	0.3341876935
891	0.3341837901
892	0.3340681936
893	0.3340667352
894	0.3338697818
895	0.3338608516
896	0.3337223109
897	0.3336426176
898	0.3336395982
899	0.3335476638
900	0.333440858
901	0.333350501
902	0.3333481837
903	0.3331904006
904	0.3331841967
905	0.3331833052
906	0.3331815135
907	0.3330480464
908	0.3329679842
909	0.3328809654
910	0.3327536053
911	0.3326499181
912	0.3326414048
913	0.3326332091
914	0.3326266545
915	0.3326256315
916	0.3326228034
917	0.3326219205
918	0.3325130614
919	0.3325108437
920	0.3325085139
921	0.3325040036
922	0.3324954809
923	0.3323797554
924	0.3321989084
925	0.332196905
926	0.3320984837
927	0.3320964676
928	0.3320918719
929	0.3320855417
930	0.332079274
931	0.3318344384
932	0.3317091737
933	0.3317081843
934	0.3317059556
935	0.3317053828
936	0.3316988285
937	0.3316976615
938	0.3315054566
939	0.3315035058
940	0.3315015141
941	0.3314999835
942	0.3314998312
943	0.3314388256
944	0.3312959779
945	0.3312950021
946	0.331292195
947	0.331225615
948	0.3312249519
949	0.3312229284
950	0.331123804
951	0.3310663808
952	0.3309477121
953	0.3309457962
954	0.3309448547
955	0.3308706781
956	0.3308688326
957	0.3307654962
958	0.3306974383
959	0.3306930637
960	0.3306912533
961	0.3306882267
962	0.3306377406
963	0.3305608085
964	0.3305553906
965	0.3305423362
966	0.330541235
967	0.3305378936
968	0.3304377675
969	0.330266097
970	0.330202126
971	0.3301205866
972	0.3301185337
973	0.3301059879
974	0.3300998891
975	0.3300923642
976	0.3299921097
977	0.3299008474
978	0.329898956
979	0.3297871751
980	0.3297851711
981	0.3296494132
982	0.3295536929
983	0.3295508938
984	0.3293867126
985	0.3292860861
986	0.3291430617
987	0.3290258726
988	0.3289252446
989	0.3288153531
990	0.328813331
991	0.3287106031
992	0.3285511927
993	0.3285472504
994	0.3284456353
995	0.3284208024
996	0.3283366871
997	0.3282590746
998	0.3281552657
999	0.3281529977
1000	0.3280198592
1001	0.3280176788
1002	0.3278507731
1003	0.3278027971
1004	0.3277079181
1005	0.3277002217
1006	0.327653973
1007	0.327544988
1008	0.3275431208
1009	0.3275316649
1010	0.3274524634
1011	0.3273566251
1012	0.3273453641
1013	0.3273432431
1014	0.3272546897
1015	0.3271306755
1016	0.3271221075
1017	0.32701422
1018	0.3268965958
1019	0.326803891
1020	0.3266890818
1021	0.3265963392
1022	0.3264320606
1023	0.3263004933
1024	0.3262929007
1025	0.3262208488
1026	0.3260615016
1027	0.3260423177
1028	0.326032377
1029	0.3260215864
1030	0.3259043779
1031	0.3258167391
1032	0.3256722294
1033	0.3256704248
1034	0.3255193038
1035	0.3255018603
1036	0.3254904768
1037	0.3253580245
1038	0.325262282
1039	0.3252618156
1040	0.3252499761
1041	0.3252491576
1042	0.3251750556
1043	0.325082217
1044	0.325069973
1045	0.3249281016
1046	0.324910633
1047	0.3248947678
1048	0.3248488991
1049	0.324847089
1050	0.3248359109
1051	0.3248341571
1052	0.3248282641
1053	0.3248276921
1054	0.3247469014
1055	0.3246855182
1056	0.324599212
1057	0.324598311
1058	0.3245903132
1059	0.3245896447
1060	0.3244873765
1061	0.3243639189
1062	0.3243621998
1063	0.3242710599
1064	0.3241767869
1065	0.3239815511
1066	0.3238935933
1067	0.323806593
1068	0.3238049265
1069	0.3237889931
1070	0.323681602
1071	0.3236799064
1072	0.3236089787
1073	0.3234986558
1074	0.3234299011
1075	0.3233762428
1076	0.3232774802
1077	0.3231628662
1078	0.3231613653
1079	0.3230651846
1080	0.3230581775
1081	0.3229654484
1082	0.3229588686
1083	0.3228764377
1084	0.3227890645
1085	0.3227797446
1086	0.3227791481
1087	0.3227782292
1088	0.3227681704
1089	0.322767736
1090	0.3226721922
1091	0.3226651778
1092	0.3226036793
1093	0.3226021045
1094	0.3225924097
1095	0.3224563544
1096	0.3224551902
1097	0.3224535685
1098	0.3224489627
1099	0.3224485007
1100	0.3224056632
1101	0.3224024739
1102	0.3222135052
1103	0.3221203728
1104	0.3221111499
1105	0.3221104304
1106	0.3219930494
1107	0.3219852118
1108	0.3219838338
1109	0.3219830833
1110	0.321860976
1111	0.3217958923
1112	0.3217883531
1113	0.3217004497
1114	0.321618832
1115	0.3215634394
1116	0.3215012858
1117	0.3214096881
1118	0.3214084199
1119	0.3214068657
1120	0.3212976798
1121	0.3212969219
1122	0.3212083262
1123	0.321206695
1124	0.3210708692
1125	0.3209639544
1126	0.3209555674
1127	0.3209474477
1128	0.320856119
1129	0.3208554208
1130	0.3207953059
1131	0.3207874495
1132	0.3207798324
1133	0.3207765834
1134	0.3207741855
1135	0.3206429953
1136	0.3206267995
1137	0.3206192098
1138	0.3206185967
1139	0.3205534061
1140	0.3205125079
1141	0.3205052024
1142	0.3203963557
1143	0.320394119
1144	0.3203881563
1145	0.3203038068
1146	0.3202952983
1147	0.3202929195
1148	0.3201753077
1149	0.3201272267
1150	0.3200085898
1151	0.3200028627
1152	0.3199108106
1153	0.3198975752
1154	0.319775373
1155	0.3197718096
1156	0.3195225248
1157	0.3195194674
1158	0.3194246599
1159	0.3193178239
1160	0.3193108066
1161	0.3193039865
1162	0.3193026242
1163	0.3192252404
1164	0.3192237241
1165	0.3191207478
1166	0.3190218029
1167	0.3190164539
1168	0.3189652496
1169	0.3189586352
1170	0.3188566067
1171	0.3188180768
1172	0.3188116308
1173	0.3188063205
1174	0.3187290667
1175	0.3187229532
1176	0.3187098892
1177	0.3186331868
1178	0.3185854455
1179	0.3185794608
1180	0.3185736236
1181	0.3185710574
1182	0.318463516
1183	0.318306121
1184	0.318212996
1185	0.3181391766
1186	0.3180457559
1187	0.3179693786
1188	0.3179646371
1189	0.3178689918
1190	0.3177884559
1191	0.3177875224
1192	0.317785067
1193	0.3177795277
1194	0.3177075911
1195	0.3176178554
1196	0.3176165237
1197	0.3176111159
1198	0.3174820999
1199	0.317404869
1200	0.3172089663
1201	0.317022938
1202	0.3168977913
1203	0.3168523938
1204	0.3168499317
1205	0.3168486556
1206	0.316847424
1207	0.3168460984
1208	0.3168417529
1209	0.316837511
1210	0.3168333227
1211	0.3167450813
1212	0.316575532
1213	0.316570465
1214	0.3164890921
1215	0.3164452956
1216	0.3164412148
1217	0.3163749892
1218	0.316370102
1219	0.3162908631
1220	0.3162005294
1221	0.3161369443
1222	0.3159915552
1223	0.3159876199
1224	0.3159135551
1225	0.3159088109
1226	0.3158666591
1227	0.3157625312
1228	0.315706332
1229	0.3156838276
1230	0.3155339846
1231	0.3155288813
1232	0.3154686268
1233	0.315464893
1234	0.315461392
1235	0.3153787425
1236	0.3152686153
1237	0.3152640685
1238	0.315187248
1239	0.3150643904
1240	0.3149727858
1241	0.3149708908
1242	0.3148821551
1243	0.3148028185
1244	0.3147708029
1245	0.3147663621
1246	0.3146368108
1247	0.3145594302
1248	0.3145573871
1249	0.3145413123
1250	0.3143898797
1251	0.3143583895
1252	0.3142825989
1253	0.3142422184
1254	0.3142408937
1255	0.3142381149
1256	0.3140823374
1257	0.3140402385
1258	0.3140388765
1259	0.313955853
1260	0.3139354694
1261	0.3138962982
1262	0.3138954153
1263	0.3138919191
1264	0.3138793457
1265	0.313804796
1266	0.3138009586
1267	0.3137995686
1268	0.3137517969
1269	0.3136904618
1270	0.3135901744
1271	0.3134100046
1272	0.3132810778
1273	0.3132308916
1274	0.3132296664
1275	0.3132188074
1276	0.3132151739
1277	0.3131701594
1278	0.3131582808
1279	0.3130707476
1280	0.3130180721
1281	0.3129674776
1282	0.3129236245
1283	0.3129171626
1284	0.3129158615
1285	0.3129048688
1286	0.3129016084
1287	0.3128723862
1288	0.3128034962
1289	0.3128027893
1290	0.3128015169
1291	0.3126715318
1292	0.3126367209
1293	0.3126237421
1294	0.3126224803
1295	0.3125291939
1296	0.3124889775
1297	0.3124877563
1298	0.3123920197
1299	0.3123616784
1300	0.3122919529
1301	0.312176194
1302	0.3121750196
1303	0.3120552917
1304	0.3120542276
1305	0.3119902567
1306	0.3118960409
1307	0.3118567545
1308	0.3117667086
1309	0.3117526431
1310	0.3116497721
1311	0.3115039082
1312	0.3115033171
1313	0.3114960916
1314	0.3114394119
1315	0.3112463918
1316	0.3111802379
1317	0.3111791675
1318	0.3111779548
1319	0.3111173293
1320	0.311053304
1321	0.3110438049
1322	0.3109998848
1323	0.3109988183
1324	0.3109608793
1325	0.3109229096
1326	0.3109203361
1327	0.3109193086
1328	0.3108539171
1329	0.3108406238
1330	0.3108056003
1331	0.3107243867
1332	0.3107197442
1333	0.310610839
1334	0.3106090622
1335	0.3105706462
1336	0.3104416326
1337	0.3103849013
1338	0.310383847
1339	0.3102826242
1340	0.3102812487
1341	0.3102800712
1342	0.3101601718
1343	0.3101569915
1344	0.3100942855
1345	0.3099742854
1346	0.3098696792
1347	0.3097689609
1348	0.3096889654
1349	0.3096872818
1350	0.3096866973
1351	0.3096761099
1352	0.3095712505
1353	0.3095676555
1354	0.3094312945
1355	0.3093753121
1356	0.3093723305
1357	0.3093712346
1358	0.3093701335
1359	0.3093029392
1360	0.3092077733
1361	0.3092071575
1362	0.3090944903
1363	0.3090910062
1364	0.3089850554
1365	0.308958461
1366	0.308874812
1367	0.3087771846
1368	0.3087105733
1369	0.3086824075
1370	0.3086786786
1371	0.3086775678
1372	0.3086183972
1373	0.3085729099
1374	0.3085371287
1375	0.3085361261
1376	0.3085355683
1377	0.3085340987
1378	0.3084774655
1379	0.3084763969
1380	0.3084046397
1381	0.308403981
1382	0.3083273355
1383	0.3082843668
1384	0.3082280994
1385	0.3081534043
1386	0.3080933071
1387	0.3080587854
1388	0.3080037954
1389	0.3079467887
1390	0.3078666451
1391	0.307818627
1392	0.3078153025
1393	0.307798054
1394	0.3077500847
1395	0.30774362
1396	0.3076660246
1397	0.3076294503
1398	0.3075526565
1399	0.3075516546
1400	0.3074923304
1401	0.3074860684
1402	0.3074854781
1403	0.3074308941
1404	0.3073548344
1405	0.3072140254
1406	0.3071628734
1407	0.3071592639
1408	0.3071532526
1409	0.3071504516
1410	0.3071493813
1411	0.3070610747
1412	0.307060628
1413	0.3070571461
1414	0.3070537208
1415	0.3070248687
1416	0.3070202925
1417	0.3070190955
1418	0.306941167
1419	0.306833476
1420	0.306832499
1421	0.3067780252
1422	0.3067753931
1423	0.3066913574
1424	0.3066378911
1425	0.3066213181
1426	0.3065354057
1427	0.3065297802
1428	0.3064477224
1429	0.3064467058
1430	0.3064441406
1431	0.3064169347
1432	0.306332607
1433	0.3063293622
1434	0.3063268748
1435	0.3063201466
1436	0.306193439
1437	0.3061891841
1438	0.3061884423
1439	0.306182593
1440	0.3061723125
1441	0.30608179
1442	0.3060775857
1443	0.3060751554
1444	0.306002558
1445	0.3059753392
1446	0.305930071
1447	0.3059182025
1448	0.3059017339
1449	0.3058081843
1450	0.305715669
1451	0.3057152697
1452	0.3057129046
1453	0.3057090377
1454	0.3056636878
1455	0.3056631479
1456	0.3055634263
1457	0.3054636363
1458	0.3053850762
1459	0.3053334383
1460	0.3053003359
1461	0.3052241178
1462	0.305136523
1463	0.3051252981
1464	0.3050831986
1465	0.3049864905
1466	0.3049857741
1467	0.304975669
1468	0.3049752681
1469	0.304931305
1470	0.3048903515
1471	0.3047751779
1472	0.3046774794
1473	0.3046070462
1474	0.3045005434
1475	0.3044164333
1476	0.3043322179
1477	0.3043032158
1478	0.3043028651
1479	0.3042883336
1480	0.3042844411
1481	0.3041878326
1482	0.3041869434
1483	0.3041759051
1484	0.3041267576
1485	0.3041033134
1486	0.3040379804
1487	0.304025981
1488	0.3040208911
1489	0.3040153655
1490	0.3039060796
1491	0.3038646771
1492	0.3038643815
1493	0.3038155871
1494	0.3038147255
1495	0.3037229963
1496	0.3036153174
1497	0.3036149954
1498	0.3035610818
1499	0.3035524901
1500	0.3034620398
1501	0.3034615125
1502	0.3034527013
1503	0.3033724171
1504	0.3033715177
1505	0.3033376042
1506	0.3033044987
1507	0.3032772116
1508	0.3032538226
1509	0.3031997415
1510	0.3031969344
1511	0.3030959851
1512	0.3030695228
1513	0.3029992569
